"","assessor","track"
"3090",3090,"Kran Turismo"
"3091",3091,"Summer Hangover"
"3092",3092,"Kapteeni käskee"
"3093",3093,"Don't Want You Back"
"3094",3094,"Llama In My Living Room"
"3095",3095,"To the Max"
"3096",3096,"Riippumatto"
"3097",3097,"Meidän biisi"
"3098",3098,"Joo joo äiti"
"3099",3099,"Valloita maailma"
"3100",3100,"High Without Your Love"
"3101",3101,"Tanssien kuljen"
"3102",3102,"Sua sua"
"3103",3103,"Vadelmavene"
"3104",3104,"Vauvoja"
"3105",3105,"Sauna lämpee"
"3106",3106,"Mul Oli Ikävä Mua"
"3107",3107,"Cold Blood"
"3108",3108,"Intti"
"3109",3109,"Isä Tulee"
"3110",3110,"Thong Song (feat. Sisqo)"
"3111",3111,"Witness"
"3112",3112,"Roulette"
"3113",3113,"Free Me"
"3114",3114,"Jossu - feat. Jukka poika"
"3115",3115,"Mikä kesä?"
"3116",3116,"Maradona (kesä ´86)"
"3117",3117,"Minä - feat. Mariska"
"3118",3118,"Hesan Naiset"
"3119",3119,"Two High"
"3120",3120,"TJ0"
"3121",3121,"Came Here for Love"
"3122",3122,"Rakasta mut palasiks (feat. Reino Nordin)"
"3123",3123,"Neljä Vuodenaikaa"
"3124",3124,"Super Soaker"
"3125",3125,"Gimme Gimme - Radio Edit"
"3126",3126,"Odota (feat. Juno) - Jaron & Istala Remix 2017"
"3127",3127,"Taivas ei oo rajana"
"3128",3128,"Vesa Keskinen"
"3129",3129,"Luonasi"
"3130",3130,"Juna"
"3131",3131,"Rudeboy"
"3132",3132,"All I Ever Do (Is Say Goodbye)"
"3133",3133,"Meilläpäin"
"3134",3134,"Lupa Purra"
"3135",3135,"Bicycle"
"3136",3136,"The Louvre"
"3137",3137,"The Pretender"
"3138",3138,"Everlong"
"3139",3139,"Kakkuu Järvellä"
"3140",3140,"Lomaseksiä (feat. Katya)"
"3141",3141,"Ykkösen bägei (feat. Justsesomali)"
"3142",3142,"Kyl Sä Tiiät"
"3143",3143,"Huominen on huomenna - feat. Anna Abreu"
"3144",3144,"What Is Love"
"3145",3145,"Ay Ay Ay"
"3146",3146,"Hips Don't Lie"
"3147",3147,"First Kiss"
"3148",3148,"Cotton Eye Joe"
"3149",3149,"How Much Is The Fish?"
"3150",3150,"The Logical Song"
"3151",3151,"Kapteeniupponalle"
"3152",3152,"The Sign"
"3153",3153,"Tinakenkätyttö"
"3154",3154,"Murheellisten Laulujen Maa"
"3155",3155,"Kaikki ok"
"3156",3156,"Mouth Of The River"
"3157",3157,"Trampoliini - Radio Edit"
"3158",3158,"Kaadetaan penkit (feat. Lucas)"
"3159",3159,"Kiitti"
"3160",3160,"La Colegiala"
"3161",3161,"Kupla"
"3162",3162,"Korjaan sut"
"3163",3163,"#Elämänpeli (feat. Touko)"
"3164",3164,"Skrt On Me"
"3165",3165,"Omal tyylil"
"3166",3166,"The Way I Love Her"
"3167",3167,"Sun Comes Up"
"3168",3168,"Visio"
"3169",3169,"Stardust"
"3170",3170,"&Run"
"3171",3171,"F*cked It Up"
"3172",3172,"Here With You"
"3173",3173,"Welcome To The Jungle"
"3174",3174,"Paradise City"
"3175",3175,"November Rain"
"3176",3176,"Knockin' On Heaven's Door"
"3177",3177,"Don't Cry (Original)"
"3178",3178,"Civil War"
"3179",3179,"Reminder"
"3180",3180,"Se oikea"
"3181",3181,"Kräkkii"
"3182",3182,"Elä Vähän"
"3183",3183,"6K"
"3184",3184,"Vuoden Mies"
"3185",3185,"Kyllä Mä Nään"
"3186",3186,"Koukkuun"
"3187",3187,"Lääkitys kunnossa"
"3188",3188,"Savage"
"3189",3189,"Why"
"3190",3190,"Hulluista Runoista"
"3191",3191,"Turn Up The Love"
"3192",3192,"HUUMETUKKA"
"3193",3193,"Sinä lähdit pois"
"3194",3194,"Istanbul-Rytmii"
"3195",3195,"Siks mä haluun sut"
"3196",3196,"True Feeling"
"3197",3197,"Rain"
"3198",3198,"Ei Nabaa"
"3199",3199,"Waiting For"
"3200",3200,"Won't Stop (feat. Sebastian Noto)"
"3201",3201,"Pettävällä jäällä (Vain elämää kausi 6)"
"3202",3202,"Rakkaus on lumivalkoinen (Vain elämää kausi 6)"
"3203",3203,"Hollywood Hills (Vain elämää kausi 6)"
"3204",3204,"LA"
"3205",3205,"Päästä Mut Sisään"
"3206",3206,"Sä Et Oo Mun Veli"
"3207",3207,"Linjat Tukos"
"3208",3208,"She's On My Mind"
"3209",3209,"Kangastuksii"
"3210",3210,"Rakkauden Nimeen"
"3211",3211,"Beautiful People Beautiful Problems (feat. Stevie Nicks)"
"3212",3212,"Points Of Authority"
"3213",3213,"CASTLE OF GLASS"
"3214",3214,"Sorry for Now"
"3215",3215,"Runaway"
"3216",3216,"A Place For My Head"
"3217",3217,"Given Up"
"3218",3218,"Sharp Edges"
"3219",3219,"Despacito"
"3220",3220,"Make Me Cry"
"3221",3221,"EYO (feat. Nelli Matula)"
"3222",3222,"Dance With You"
"3223",3223,"Boys"
"3224",3224,"Worst In Me"
"3225",3225,"Hokkus Pokkus"
"3226",3226,"GO 2.0"
"3227",3227,"Sober"
"3228",3228,"Either Way"
"3229",3229,"Learn To Let Go"
"3230",3230,"Africa"
"3231",3231,"Drowning"
"3232",3232,"You Da Baddest"
"3233",3233,"Slippery (feat. Gucci Mane)"
"3234",3234,"Mitäpä tässä"
"3235",3235,"xDlsd Juna (feat. Jedidi & Mahku)"
"3236",3236,"With the sh*t (feat. Faktoi, Kingfish)"
"3237",3237,"Pipefest (feat. Paleface)"
"3238",3238,"Kirkonkylän Tyttö"
"3239",3239,"Huomenna"
"3240",3240,"Feel Good"
"3241",3241,"Kuudes Pelaaja"
"3242",3242,"Reminder - Remix"
"3243",3243,"Just Friends"
"3244",3244,"Chasing Cars"
"3245",3245,"Hollaa (feat. Ode)"
"3246",3246,"Tippuu"
"3247",3247,"Perplexing Pegasus"
"3248",3248,"Et Saa Tätä Uusiks"
"3249",3249,"Eikö Sua Hävetä"
"3250",3250,"Party Like a Russian"
"3251",3251,"Feel"
"3252",3252,"Pane mut sekasin"
"3253",3253,"Vaikee Mut Oikee"
"3254",3254,"Hyvä ihminen"
"3255",3255,"Sulle ja sulle"
"3256",3256,"Friend Of Mine (feat. Vargas & Lagola)"
"3257",3257,"You Be Love (feat. Billy Raffoul)"
"3258",3258,"EPE-LIT-MANE"
"3259",3259,"So Much Better - Avicii Remix"
"3260",3260,"Nikes"
"3261",3261,"xDlsd (feat. Mahku)"
"3262",3262,"Pink + White"
"3263",3263,"Ivy"
"3264",3264,"Kaikest Huolimatta pt2"
"3265",3265,"Magnolia"
"3266",3266,"All My Love (feat. Conor Maynard)"
"3267",3267,"Tauti"
"3268",3268,"We Dem Boyz"
"3269",3269,"South Side Suicide (feat. Pouya)"
"3270",3270,"Aamukuuteen (feat. Erin)"
"3271",3271,"I Help You Hate Me"
"3272",3272,"Kolme Michelin tähtee"
"3273",3273,"Wait"
"3274",3274,"Disko"
"3275",3275,"Need Somebody"
"3276",3276,"Go Home"
"3277",3277,"Töis (feat. Deezydavid)"
"3278",3278,"Gorilla (feat. Mahku)"
"3279",3279,"Walk On Water"
"3280",3280,"Me Tehtiin Tää"
"3281",3281,"Juoppokuski"
"3282",3282,"Syliin"
"3283",3283,"Safe"
"3284",3284,"Olisitpa sylissäni"
"3285",3285,"Tell Me You Love Me"
"3286",3286,"Think Before I Talk"
"3287",3287,"The Way Life Goes (feat. Oh Wonder)"
"3288",3288,"Everybody Dies In Their Nightmares"
"3289",3289,"Silver Night"
"3290",3290,"Da Ya Think I'm Sexy"
"3291",3291,"Kebab (feat. Fatboy L & Asap Vergi)"
"3292",3292,"Älä jätä roikkuu"
"3293",3293,"Hombre (feat. Vesala)"
"3294",3294,"Matti & Teppo"
"3295",3295,"Lähen menee (feat. Reino Nordin)"
"3296",3296,"Tappiolla tappiin (feat. Märkä Simo)"
"3297",3297,"Pitkät päällä"
"3298",3298,"Kruunu tikittää (feat. Tippa-T)"
"3299",3299,"En sun kaa (feat. Bizi)"
"3300",3300,"Annan sulle kaiken"
"3301",3301,"Nihee (feat. IBE, Deezydavid)"
"3302",3302,"Se ei oo niin (feat. Pete Parkkonen)"
"3303",3303,"Nelisilmä"
"3304",3304,"Takajeejee (feat. Evelina)"
"3305",3305,"Tornado"
"3306",3306,"AYO"
"3307",3307,"Kaikki mitä rakastin"
"3308",3308,"Staying Up"
"3309",3309,"Let Me Go"
"3310",3310,"Monster"
"3311",3311,"Esson baariin"
"3312",3312,"Belong To U"
"3313",3313,"Rock the World"
"3314",3314,"Girls On Boys"
"3315",3315,"Stay Young"
"3316",3316,"Takaperin (feat. Mahku)"
"3317",3317,"Miami"
"3318",3318,"Nälkäinen Sydän"
"3319",3319,"Haddaway"
"3320",3320,"Uunopaita"
"3321",3321,"Hengaillaan tää yö"
"3322",3322,"Timantit on ikuisia (Vain elämää kausi 7)"
"3323",3323,"Keinu (Vain elämää kausi 7)"
"3324",3324,"Aku Ankka"
"3325",3325,"Another Shot"
"3326",3326,"Syypää sun hymyyn (Vain elämää kausi 7)"
"3327",3327,"Parempi mies (Vain elämää kausi 7)"
"3328",3328,"Disco Tits"
"3329",3329,"Sinuhe (Vain elämää kausi 7) [feat. Brädi]"
"3330",3330,"Keinu"
"3331",3331,"Fiiliksissä (Vain elämää kausi 7)"
"3332",3332,"Sillat (feat. Ilta)"
"3333",3333,"Timantit on ikuisia"
"3334",3334,"Tragedia"
"3335",3335,"Love (feat. Rae Sremmurd)"
"3336",3336,"Vaikeeta"
"3337",3337,"Haluun Enemmän"
"3338",3338,"Teke ei mieti"
"3339",3339,"Swäg (feat. JVG)"
"3340",3340,"Jonkun Ex"
"3341",3341,"Peili"
"3342",3342,"The Real Slim Shady"
"3343",3343,"Itteni kaa kahdestaan"
"3344",3344,"Tuntematon"
"3345",3345,"Nauruterapiaa"
"3346",3346,"Ihan tavallista mulle kuuluu"
"3347",3347,"Jeesus-jedimestari"
"3348",3348,"Sinä ansaitset kultaa (Vain elämää kausi 7)"
"3349",3349,"The Spectre"
"3350",3350,"The Last Of The Real Ones"
"3351",3351,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX"
"3352",3352,"Find You"
"3353",3353,"Arrows"
"3354",3354,"Malagaan (Vain elämää kausi 7)"
"3355",3355,"La Dee Da"
"3356",3356,"Oot täydellinen (Vain elämää kausi 7)"
"3357",3357,"Mistakes"
"3358",3358,"Suurempaa (Vain elämää kausi 7)"
"3359",3359,"Rainbow (From The Original Motion Picture Soundtrack 'My Little Pony: The Movie')"
"3360",3360,"Tanssii kuin John Travolta (Vain elämää kausi 7)"
"3361",3361,"Rakkaudella merkitty mies (Vain elämää kausi 7)"
"3362",3362,"Sinä ansaitset kultaa"
"3363",3363,"Kynnet, Kynnet"
"3364",3364,"Sammakko (feat. STIG)"
"3365",3365,"Better Days"
"3366",3366,"Maailman Laidalla"
"3367",3367,"Go Flex"
"3368",3368,"Phases"
"3369",3369,"Vahinko (Vain elämää kausi 7)"
"3370",3370,"Väsyneempi ku ennen lomaa"
"3371",3371,"Verta, hikeä ja kyybeleitä"
"3372",3372,"Trampoliini (Vain elämää kausi 7)"
"3373",3373,"Heavy"
"3374",3374,"Again"
"3375",3375,"Oo se kun oot (Vain elämää kausi 7)"
"3376",3376,"Että mitähän vittua (Vain elämää kausi 7)"
"3377",3377,"Killin' It"
"3378",3378,"Soita mua (S&M) [Vain elämää kausi 7]"
"3379",3379,"Dementia (Vain elämää kausi 7)"
"3380",3380,"Lohikäärmeet"
"3381",3381,"Tiistai"
"3382",3382,"Meant to Be (feat. Florida Georgia Line)"
"3383",3383,"Titanic-Paita"
"3384",3384,"Sun Keho On Tarina"
"3385",3385,"Makia"
"3386",3386,"Ihmeeni"
"3387",3387,"Offline"
"3388",3388,"Jumala (Vain elämää kausi 7)"
"3389",3389,"Make You Believe In Love"
"3390",3390,"Lindemafia"
"3391",3391,"Robin Hood"
"3392",3392,"Ravistettava ennen käyttöä (Vain elämää kausi 7)"
"3393",3393,"Koneeseen kadonnut (Vain elämää kausi 7)"
"3394",3394,"Bad Mood"
"3395",3395,"On My Mind"
"3396",3396,"Instruction"
"3397",3397,"Ruin The Friendship"
"3398",3398,"Mato (Vain elämää kausi 7)"
"3399",3399,"Valot pimeyksien reunoilla (Vain elämää kausi 7)"
"3400",3400,"Sorit ei riitä"
"3401",3401,"Carry You Home"
"3402",3402,"Isä ei jätä"
"3403",3403,"Valot pimeyksien reunoilla"
"3404",3404,"Sun kohdalla (Vain elämää kausi 7)"
"3405",3405,"Pahempi toistaan"
"3406",3406,"Armo"
"3407",3407,"Free Fallin'"
"3408",3408,"Runnin' Down A Dream"
"3409",3409,"Tässä Memee Vielä Hetki"
"3410",3410,"Skinny Love"
"3411",3411,"All The Love"
"3412",3412,"EYES SHUT"
"3413",3413,"Malja (Vain elämää kausi 7)"
"3414",3414,"Help Me Out (with Julia Michaels)"
"3415",3415,"Mul ei oo rahaa"
"3416",3416,"Easy Love"
"3417",3417,"Like A Riddle (feat. Hearts & Colors, Adam Trigger)"
"3418",3418,"Whatever You Want"
"3419",3419,"Minä sinua vaan (Vain elämää kausi 7)"
"3420",3420,"What U Sayin' (feat. Smokepurpp)"
"3421",3421,"Duran Duran (Vain elämää kausi 7)"
"3422",3422,"Halvalla (Vain elämää kausi 7)"
"3423",3423,"Suru on kunniavieras (Vain elämää kausi 7)"
"3424",3424,"Eden (Vain elämää kausi 7)"
"3425",3425,"Ei Kerrota"
"3426",3426,"Ekstaasiin"
"3427",3427,"Miesflunssa (feat. HesaÄijä)"
"3428",3428,"Kelpaat kelle vaan (Vain elämää kausi 7) [feat. Apocalyptica]"
"3429",3429,"Feels Great (feat. Fetty Wap & CVBZ)"
"3430",3430,"Coming Up"
"3431",3431,"Älä lähde vielä pois (Vain elämää kausi 7)"
"3432",3432,"Sokeri"
"3433",3433,"Pyörii"
"3434",3434,"Keskusteluja"
"3435",3435,"Sinun vuorosi loistaa (Vain elämää kausi 7)"
"3436",3436,"Mun kamat takas tuo"
"3437",3437,"Rakastettu (Vain elämää kausi 7)"
"3438",3438,"Eläköön (Vain elämää kausi 7)"
"3439",3439,"Ratapiha (Vain elämää kausi 7)"
"3440",3440,"Tahdon"
"3441",3441,"Toleka"
"3442",3442,"Näköala"
"3443",3443,"Surulapsi (Vain elämää kausi 7)"
"3444",3444,"Bedroom Floor"
"3445",3445,"Flicker"
"3446",3446,"Whiskey (feat. A$AP Rocky)"
"3447",3447,"Kuka sen opettaa (Vain elämää kausi 7)"
"3448",3448,"Nöyrä"
"3449",3449,"Forever"
"3450",3450,"Sydän vähän kallellaan (Vain elämää kausi 7)"
"3451",3451,"Faking It - Radio Edit"
"3452",3452,"Minun tuulessa soi (Vain elämää kausi 7)"
"3453",3453,"Vapaa (Vain elämää kausi 7)"
"3454",3454,"Niin kaunis on hiljaisuus (Vain elämää kausi 7)"
"3455",3455,"Renegade Master"
"3456",3456,"Anyway"
"3457",3457,"Plain Jane"
"3458",3458,"Hei Vaan Moi"
"3459",3459,"Tää On Se Maa"
"3460",3460,"Glitteri"
"3461",3461,"All Falls Down"
"3462",3462,"Sun Tahtiin"
"3463",3463,"Trouble"
"3464",3464,"All About You"
"3465",3465,"Take Her Place (feat. A R I Z O N A)"
"3466",3466,"Burning"
"3467",3467,"When I Was Young"
"3468",3468,"Never Let You Go"
"3469",3469,"Boom Kah"
"3470",3470,"Rap Saved Me"
"3471",3471,"Cocaina"
"3472",3472,"Jodel"
"3473",3473,"Riisu Kokonaan"
"3474",3474,"Ihan liian leija (feat. JVG)"
"3475",3475,"Pelasta"
"3476",3476,"Mitä Madonna Tekis?"
"3477",3477,"Tina Tönap"
"3478",3478,"Nelostie"
"3479",3479,"Vanhaa Sua"
"3480",3480,"One Flight Away"
"3481",3481,"Pimeetä (feat. Keko Salata & Juno & Heikki Kuula)"
"3482",3482,"Polttomerkki"
"3483",3483,"Hutsut"
"3484",3484,"Incapable"
"3485",3485,"One Last Song"
"3486",3486,"Bad To The Bone"
"3487",3487,"Say It First"
"3488",3488,"Nössö"
"3489",3489,"Flossaa"
"3490",3490,"Mä elän taas"
"3491",3491,"Vuitton"
"3492",3492,"Bägi (feat. Kube)"
"3493",3493,"Jetpack"
"3494",3494,"Johnny (feat. Versace Henrik)"
"3495",3495,"Zauza"
"3496",3496,"Kynttilät"
"3497",3497,"Raja"
"3498",3498,"World Gone Mad"
"3499",3499,"Good Together"
"3500",3500,"Snowman"
"3501",3501,"Halogeenit"
"3502",3502,"Love The Way You Lie"
"3503",3503,"Katri Helena"
"3504",3504,"Enkelit"
"3505",3505,"Vastalääke"
"3506",3506,"Never"
"3507",3507,"Wrong Side Of Heaven"
"3508",3508,"Valot sammuu"
"3509",3509,"Mitä tänne jää"
"3510",3510,"Äärirajoille"
"3511",3511,"Sä huudat"
"3512",3512,"Jippikayjei"
"3513",3513,"Benz Truck - гелик"
"3514",3514,"Syypää sun hymyyn - feat. Yasmine Yamajako"
"3515",3515,"Sokka irti"
"3516",3516,"Me ollaan ne Part 2 (feat. Nikke Ankara, Elastinen, JVG, Kube, Pete Parkkonen)"
"3517",3517,"Chekkonen"
"3518",3518,"Avaimet Mun Kiesiin - Radio Edit"
"3519",3519,"Jos mä oisin sä"
"3520",3520,"Awful Things"
"3521",3521,"Pyrkiny vähentää - feat. Spekti"
"3522",3522,"Oh Boe"
"3523",3523,"Soo Soo"
"3524",3524,"Manteli"
"3525",3525,"I Wrote a Song for You"
"3526",3526,"Sä Et Oo Sä"
"3527",3527,"Next To Me"
"3528",3528,"Guitar"
"3529",3529,"Slow (feat. Noah Cyrus)"
"3530",3530,"HOLD ME TIGHT OR DON’T"
"3531",3531,"Obsessed"
"3532",3532,"Hyvää Yötä"
"3533",3533,"Get To Know Ya"
"3534",3534,"Thunderstruck"
"3535",3535,"Maski"
"3536",3536,"Menee Hyvin"
"3537",3537,"Lama-ajan Lapsi"
"3538",3538,"Kuka pelkää pimeää?"
"3539",3539,"Halipula"
"3540",3540,"Walls"
"3541",3541,"Molotov cocktail"
"3542",3542,"Leikkikenttä"
"3543",3543,"I Know You"
"3544",3544,"Tulkoon joulu"
"3545",3545,"Hei Mummo"
"3546",3546,"Palmupuu"
"3547",3547,"anxiety (with FRND)"
"3548",3548,"Kaadutaan"
"3549",3549,"Huume"
"3550",3550,"Huulet tötterölle"
"3551",3551,"Rakkaus Upottaa"
"3552",3552,"Oo hiljaa"
"3553",3553,"Samase (feat. Mikael Gabriel)"
"3554",3554,"Broken People (with Logic & Rag'n'Bone Man)"
"3555",3555,"Solmussa (feat. BEHM)"
"3556",3556,"Joulun kanssas jaan"
"3557",3557,"Vien sut himaan (feat. Kasmir)"
"3558",3558,"Kyylä"
"3559",3559,"Mouth to Mouth"
"3560",3560,"Alas"
"3561",3561,"Joulumaa"
"3562",3562,"Me ollaan nuoriso"
"3563",3563,"Romeo ja Julia - feat. Sophie"
"3564",3564,"Gone Away"
"3565",3565,"Joulun rauhaa"
"3566",3566,"Lämmin lumi peittää maan"
"3567",3567,"Syvään Päähän"
"3568",3568,"Candy Cane Lane"
"3569",3569,"Maa on niin kaunis (Toivioretkellä)"
"3570",3570,"Sydämeeni joulun teen"
"3571",3571,"Tonttu"
"3572",3572,"Kun joulupukki suukon sai"
"3573",3573,"Winter Wonderland"
"3574",3574,"Pidin Musta Kii"
"3575",3575,"Maailmanloppu"
"3576",3576,"You Make It Feel Like Christmas (feat. Blake Shelton)"
"3577",3577,"Sleigh Ride - Recorded at Spotify Studios NYC"
"3578",3578,"Finlandia, Op. 26"
"3579",3579,"Finlandia"
"3580",3580,"Finlandia-hymni"
"3581",3581,"Finlandia - feat. Ylioppilaskunnan Laulajat"
"3582",3582,"Olen suomalainen - L'Italiano"
"3583",3583,"Sininen ja valkoinen"
"3584",3584,"Myrskyluodon Maija - Stormskärs Maja"
"3585",3585,"Matkustaja"
"3586",3586,"Minun Suomeni"
"3587",3587,"Nuori Ja Kaunis"
"3588",3588,"Lautturi"
"3589",3589,"Sankarit"
"3590",3590,"Ruotsin euroviisut"
"3591",3591,"Rafaelin enkeli"
"3592",3592,"Maailma on tehty meitä varten"
"3593",3593,"Lohtu"
"3594",3594,"Teuvo, maanteiden kuningas"
"3595",3595,"Lumi teki enkelin eteiseen"
"3596",3596,"Levoton Tuhkimo"
"3597",3597,"Suomirokkia"
"3598",3598,"Piha ilman sadettajaa"
"3599",3599,"Oi Suomen nuoria!"
"3600",3600,"Kun Suomi Putos Puusta"
"3601",3601,"Lähtisitkö"
"3602",3602,"Satulinna"
"3603",3603,"Rentun ruusu"
"3604",3604,"Kuuma kesä"
"3605",3605,"Hyvää yötä ja huomenta"
"3606",3606,"Pelasta Maailma"
"3607",3607,"Hetken Tie On Kevyt"
"3608",3608,"Anna mulle tähtitaivas"
"3609",3609,"Leijonakuningas-laulu"
"3610",3610,"Vaaranmaa"
"3611",3611,"Sibelius : Finlandia-hymni"
"3612",3612,"Salil eka salil vika"
"3613",3613,"Maamme"
"3614",3614,"Me ei kuolla koskaan"
"3615",3615,"Ei"
"3616",3616,"Surujen Kitara -Johnny Guitar-"
"3617",3617,"Kultainen nuoruus"
"3618",3618,"Muistatko Monrepos'n"
"3619",3619,"Älä Mee"
"3620",3620,"Pojat"
"3621",3621,"Enkelin silmin"
"3622",3622,"Jääkärimarssi"
"3623",3623,"Albatrossi"
"3624",3624,"Päällekkäin"
"3625",3625,"Avopaku"
"3626",3626,"Good Kids"
"3627",3627,"Replay"
"3628",3628,"Ota varovasti"
"3629",3629,"Monaco"
"3630",3630,"Dreamer"
"3631",3631,"Haloo"
"3632",3632,"Out Of My Head (feat. Tove Lo and ALMA)"
"3633",3633,"Itsestäänselvää"
"3634",3634,"Danger (with Migos & Marshmello)"
"3635",3635,"Sinuun minä jään (Alasti-klubi)"
"3636",3636,"Ain't That Why"
"3637",3637,"Tule meille jouluksi"
"3638",3638,"Joululaulu"
"3639",3639,"Uusi-Seelanti"
"3640",3640,"Ho Ho Ho"
"3641",3641,"Tää Ei Oo Ohi"
"3642",3642,"Pulappaa"
"3643",3643,"Koska mä voin"
"3644",3644,"Pray For Me"
"3645",3645,"Ikijää"
"3646",3646,"Crown (with Camila Cabello & Grey)"
"3647",3647,"The Beautiful & Damned"
"3648",3648,"Huudan"
"3649",3649,"Oi jouluyö"
"3650",3650,"Kiss You This Christmas"
"3651",3651,"Tulkoon Joulu"
"3652",3652,"Frosty The Snowman (feat. The Puppini Sisters) - Bonus Track"
"3653",3653,"I Saw Mommy Kissing Santa Claus"
"3654",3654,"Hallelujah"
"3655",3655,"Do They Know It's Christmas?"
"3656",3656,"Happy Xmas (War Is Over)"
"3657",3657,"Everyday Is Christmas"
"3658",3658,"Pelimoovei"
"3659",3659,"Pimeyteen"
"3660",3660,"Sinitarraa"
"3661",3661,"Varpunen Jouluaamuna"
"3662",3662,"Joy to the World"
"3663",3663,"Enkelikello"
"3664",3664,"Heinillä Härkien Kaukalon"
"3665",3665,"Lintu"
"3666",3666,"Happy Xmas (War Is Over) - Recorded at Spotify Studios NYC"
"3667",3667,"Mielenrauhaa"
"3668",3668,"Sylvian Joululaulu"
"3669",3669,"Baby It's Cold Outside (duet with Michael Bublé)"
"3670",3670,"Avaruus"
"3671",3671,"Pieni Rumpali"
"3672",3672,"Hark! The Herald Angels Sing"
"3673",3673,"Julen Är Här"
"3674",3674,"Joulupukki matkaan jo käy"
"3675",3675,"Varpunen jouluaamuna"
"3676",3676,"Snowflake"
"3677",3677,"Nisse-Polkka"
"3678",3678,"Arkihuolesi Kaikki Heitä"
"3679",3679,"Valkea Joulu 2013"
"3680",3680,"Christmas Time"
"3681",3681,"Snow In California"
"3682",3682,"Joulupukki matkaan jo käy - Santa Claus Is Coming To Town"
"3683",3683,"Tähti tähdistä kirkkain"
"3684",3684,"Tule joulu kultainen"
"3685",3685,"It's Time For Christmas ft. Jesper Pettersson"
"3686",3686,"Sylvian joululaulu"
"3687",3687,"When You Wish Upon a Star"
"3688",3688,"Let it Snow"
"3689",3689,"Tulkoon joulu - Radio mix"
"3690",3690,"Tell Me, Santa ft. Tamesha Alexander"
"3691",3691,"Jollei jouluna ole lunta"
"3692",3692,"En etsi valtaa loistoa"
"3693",3693,"It's The Most Wonderful Time Of The Year"
"3694",3694,"Only Once a Year ft. Jason Dering"
"3695",3695,"Heinillä härkien"
"3696",3696,"Me Käymme Joulun Viettohon"
"3697",3697,"Jouluksi Kotiin"
"3698",3698,"Can You See - Spotify Singles - Holiday, Recorded at Spotify Studios NYC"
"3699",3699,"Rockin' Around The Christmas Tree"
"3700",3700,"Wintersong"
"3701",3701,"Christmas Eve - Recorded at Spotify Studios NYC"
"3702",3702,"Christmas Day"
"3703",3703,"Petteri Punakuono - Rudolf The Red Nosed Reindeer"
"3704",3704,"Taivas sylissäni"
"3705",3705,"Underneath The Mistletoe"
"3706",3706,"Rudolph The Red-Nosed Reindeer"
"3707",3707,"Joulun henki"
"3708",3708,"Walking In The Air"
"3709",3709,"White Christmas - Acoustic"
"3710",3710,"Something Kind of Wonderful"
"3711",3711,"Santa's Sleigh Ride"
"3712",3712,"Rudolph The Red Nosed Reindeer"
"3713",3713,"Do They Know It's Christmas? - 2004 Version"
"3714",3714,"Fairytale of New York - Recorded at Spotify Studios NYC"
"3715",3715,"Joulupukin maa"
"3716",3716,"Maa on niin kaunis"
"3717",3717,"Valkea Joulu"
"3718",3718,"Toivioretkellä (Maa on niin kaunis)"
"3719",3719,"Valkea joulu (White Christmas)"
"3720",3720,"Christmas Is You"
"3721",3721,"Auld Lang Syne"
"3722",3722,"Heinillä härkien kaukalon"
"3723",3723,"On Hanget Korkeat Nietokset"
"3724",3724,"Jouluyö, juhlayö"
"3725",3725,"O Little Town of Betlehem"
"3726",3726,"Helkkää pienet tiu'ut"
"3727",3727,"Oi jouluyö - Live"
"3728",3728,"Talven ihmemaa"
"3729",3729,"Pukki tietää"
"3730",3730,"Let It Snow, Let It Snow, Let It Snow"
"3731",3731,"Jari Sillanpää"
"3732",3732,"Uncover Me"
"3733",3733,"ANTHEM2K17"
"3734",3734,"Popkorni"
"3735",3735,"Fly"
"3736",3736,"Sydän Jota Rakastan"
"3737",3737,"Loistat Pimeäs - Alasti-klubi"
"3738",3738,"Suksen jälkeen (After Ski)"
"3739",3739,"Stereo Love - Radio Edit"
"3740",3740,"Ecuador - Original Mix"
"3741",3741,"Where Them Girls At (feat. Nicki Minaj & Flo Rida)"
"3742",3742,"L'amour toujours - Tiesto Radio Edit"
"3743",3743,"Wild Ones (feat. Sia)"
"3744",3744,"Loppuviikko"
"3745",3745,"In Da Club"
"3746",3746,"La La La"
"3747",3747,"Märkää"
"3748",3748,"Mikä boogie"
"3749",3749,"Bailando - English Version"
"3750",3750,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)"
"3751",3751,"Low (feat T-Pain)"
"3752",3752,"Hangover"
"3753",3753,"Freaks - Radio Edit"
"3754",3754,"Anna soida"
"3755",3755,"Enemmän duoo ku sooloo"
"3756",3756,"Better Off Alone"
"3757",3757,"Tinakenkätyttö (Hands up Remix)"
"3758",3758,"Can't Feel My Face - Martin Garrix Remix"
"3759",3759,"Lose Control - Radio Edit"
"3760",3760,"Ryyppy"
"3761",3761,"Watercolour"
"3762",3762,"Fireball"
"3763",3763,"Waves - Robin Schulz Radio Edit"
"3764",3764,"Animals - UK Radio Edit"
"3765",3765,"Ah Yeah So What - Extended Mix"
"3766",3766,"Starboy - Kygo Remix"
"3767",3767,"Change the World"
"3768",3768,"Designer"
"3769",3769,"Hearts Ain't Gonna Lie (with Jonas Blue)"
"3770",3770,"Low Life"
